name,category,download_url
eco-foodweb-baywet,eco,http://nrvis.com/./download/data/eco/eco-foodweb-baywet.zip
eco-foodweb-baywet,misc,http://nrvis.com/./download/data/eco/eco-foodweb-baywet.zip
eco-mangwet,eco,http://nrvis.com/./download/data/eco/eco-mangwet.zip
eco-mangwet,misc,http://nrvis.com/./download/data/eco/eco-mangwet.zip
eco-stmarks,eco,http://nrvis.com/./download/data/eco/eco-stmarks.zip
eco-stmarks,misc,http://nrvis.com/./download/data/eco/eco-stmarks.zip
econ-wm1,econ,http://nrvis.com/./download/data/econ/econ-wm1.zip
econ-wm2,econ,http://nrvis.com/./download/data/econ/econ-wm2.zip
econ-wm3,econ,http://nrvis.com/./download/data/econ/econ-wm3.zip
email-enron-only,email,http://nrvis.com/./download/data/email/email-enron-only.zip
ia-enron-only,ia,http://nrvis.com/./download/data/ia/ia-enron-only.zip
ia-infect-dublin,ia,http://nrvis.com/./download/data/ia/ia-infect-dublin.zip
ia-infect-hyper,ia,http://nrvis.com/./download/data/ia/ia-infect-hyper.zip
ia-southernwomen,ia,http://nrvis.com/./download/data/ia/ia-southernwomen.zip
ia-workplace-contacts,dynamic,http://nrvis.com/./download/data/ia/ia-workplace-contacts.zip
ia-workplace-contacts,ia,http://nrvis.com/./download/data/ia/ia-workplace-contacts.zip
inf-USAir97,inf,http://nrvis.com/./download/data/inf/inf-USAir97.zip
DD199,labeled,http://nrvis.com/./download/data/labeled/DD199.zip
DD244,labeled,http://nrvis.com/./download/data/labeled/DD244.zip
DD349,labeled,http://nrvis.com/./download/data/labeled/DD349.zip
DD497,labeled,http://nrvis.com/./download/data/labeled/DD497.zip
DD68,labeled,http://nrvis.com/./download/data/labeled/DD68.zip
DD687,labeled,http://nrvis.com/./download/data/labeled/DD687.zip
TerroristRel,labeled,http://nrvis.com/./download/data/labeled/TerroristRel.zip
internet-industry-partnerships,labeled,http://nrvis.com/./download/data/labeled/internet-industry-partnerships.zip
webkb-wisc,labeled,http://nrvis.com/./download/data/labeled/webkb-wisc.zip
08blocks,misc,http://nrvis.com/./download/data/misc/08blocks.zip
130bit,misc,http://nrvis.com/./download/data/misc/130bit.zip
685-bus,misc,http://nrvis.com/./download/data/misc/685_bus.zip
CAG-mat72,misc,http://nrvis.com/./download/data/misc/CAG_mat72.zip
Chebyshev1,misc,http://nrvis.com/./download/data/misc/Chebyshev1.zip
Cities,misc,http://nrvis.com/./download/data/misc/Cities.zip
D-10,misc,http://nrvis.com/./download/data/misc/D_10.zip
D-11,misc,http://nrvis.com/./download/data/misc/D_11.zip
D-5,misc,http://nrvis.com/./download/data/misc/D_5.zip
D-6,misc,http://nrvis.com/./download/data/misc/D_6.zip
EX1,misc,http://nrvis.com/./download/data/misc/EX1.zip
EX2,misc,http://nrvis.com/./download/data/misc/EX2.zip
Erdos971,misc,http://nrvis.com/./download/data/misc/Erdos971.zip
Erdos981,misc,http://nrvis.com/./download/data/misc/Erdos981.zip
Erdos991,misc,http://nrvis.com/./download/data/misc/Erdos991.zip
G14,misc,http://nrvis.com/./download/data/misc/G14.zip
G15,misc,http://nrvis.com/./download/data/misc/G15.zip
G16,misc,http://nrvis.com/./download/data/misc/G16.zip
G17,misc,http://nrvis.com/./download/data/misc/G17.zip
G18,misc,http://nrvis.com/./download/data/misc/G18.zip
G19,misc,http://nrvis.com/./download/data/misc/G19.zip
G20,misc,http://nrvis.com/./download/data/misc/G20.zip
G21,misc,http://nrvis.com/./download/data/misc/G21.zip
G43,misc,http://nrvis.com/./download/data/misc/G43.zip
G44,misc,http://nrvis.com/./download/data/misc/G44.zip
G45,misc,http://nrvis.com/./download/data/misc/G45.zip
G46,misc,http://nrvis.com/./download/data/misc/G46.zip
G47,misc,http://nrvis.com/./download/data/misc/G47.zip
G51,misc,http://nrvis.com/./download/data/misc/G51.zip
G52,misc,http://nrvis.com/./download/data/misc/G52.zip
G53,misc,http://nrvis.com/./download/data/misc/G53.zip
G54,misc,http://nrvis.com/./download/data/misc/G54.zip
GD01-c,misc,http://nrvis.com/./download/data/misc/GD01_c.zip
GD02-a,misc,http://nrvis.com/./download/data/misc/GD02_a.zip
GD02-b,misc,http://nrvis.com/./download/data/misc/GD02_b.zip
GD95-c,misc,http://nrvis.com/./download/data/misc/GD95_c.zip
GD97-b,misc,http://nrvis.com/./download/data/misc/GD97_b.zip
GL6-D-10,misc,http://nrvis.com/./download/data/misc/GL6_D_10.zip
GL6-D-6,misc,http://nrvis.com/./download/data/misc/GL6_D_6.zip
GL6-D-7,misc,http://nrvis.com/./download/data/misc/GL6_D_7.zip
GL6-D-8,misc,http://nrvis.com/./download/data/misc/GL6_D_8.zip
GL6-D-9,misc,http://nrvis.com/./download/data/misc/GL6_D_9.zip
GlossGT,misc,http://nrvis.com/./download/data/misc/GlossGT.zip
Hamrle1,misc,http://nrvis.com/./download/data/misc/Hamrle1.zip
Harvard500,misc,http://nrvis.com/./download/data/misc/Harvard500.zip
IG5-9,misc,http://nrvis.com/./download/data/misc/IG5-9.zip
Journals,misc,http://nrvis.com/./download/data/misc/Journals.zip
Maragal-1,misc,http://nrvis.com/./download/data/misc/Maragal_1.zip
Maragal-2,misc,http://nrvis.com/./download/data/misc/Maragal_2.zip
QRpivot,misc,http://nrvis.com/./download/data/misc/QRpivot.zip
Ragusa16,misc,http://nrvis.com/./download/data/misc/Ragusa16.zip
Ragusa18,misc,http://nrvis.com/./download/data/misc/Ragusa18.zip
Sandi-authors,misc,http://nrvis.com/./download/data/misc/Sandi_authors.zip
Si2,misc,http://nrvis.com/./download/data/misc/Si2.zip
SmallW,misc,http://nrvis.com/./download/data/misc/SmallW.zip
TF10,misc,http://nrvis.com/./download/data/misc/TF10.zip
TF11,misc,http://nrvis.com/./download/data/misc/TF11.zip
TF12,misc,http://nrvis.com/./download/data/misc/TF12.zip
Tina-AskCal,misc,http://nrvis.com/./download/data/misc/Tina_AskCal.zip
Tina-AskCog,misc,http://nrvis.com/./download/data/misc/Tina_AskCog.zip
Tina-DisCal,misc,http://nrvis.com/./download/data/misc/Tina_DisCal.zip
Tina-DisCog,misc,http://nrvis.com/./download/data/misc/Tina_DisCog.zip
Trec10,misc,http://nrvis.com/./download/data/misc/Trec10.zip
Trec5,misc,http://nrvis.com/./download/data/misc/Trec5.zip
Trec6,misc,http://nrvis.com/./download/data/misc/Trec6.zip
Trec7,misc,http://nrvis.com/./download/data/misc/Trec7.zip
Trec8,misc,http://nrvis.com/./download/data/misc/Trec8.zip
Trec9,misc,http://nrvis.com/./download/data/misc/Trec9.zip
Trefethen-150,misc,http://nrvis.com/./download/data/misc/Trefethen_150.zip
Trefethen-20,misc,http://nrvis.com/./download/data/misc/Trefethen_20.zip
Trefethen-200,misc,http://nrvis.com/./download/data/misc/Trefethen_200.zip
Trefethen-200b,misc,http://nrvis.com/./download/data/misc/Trefethen_200b.zip
Trefethen-20b,misc,http://nrvis.com/./download/data/misc/Trefethen_20b.zip
Trefethen-300,misc,http://nrvis.com/./download/data/misc/Trefethen_300.zip
Trefethen-500,misc,http://nrvis.com/./download/data/misc/Trefethen_500.zip
Trefethen-700,misc,http://nrvis.com/./download/data/misc/Trefethen_700.zip
USAir97,misc,http://nrvis.com/./download/data/misc/USAir97.zip
adjnoun,misc,http://nrvis.com/./download/data/misc/adjnoun.zip
adjnoun-adjacency,misc,http://nrvis.com/./download/data/misc/adjnoun_adjacency.zip
arc130,misc,http://nrvis.com/./download/data/misc/arc130.zip
arenas-jazz,misc,http://nrvis.com/./download/data/misc/arenas-jazz.zip
arenas-meta,misc,http://nrvis.com/./download/data/misc/arenas-meta.zip
ash292,misc,http://nrvis.com/./download/data/misc/ash292.zip
ash85,misc,http://nrvis.com/./download/data/misc/ash85.zip
b1-ss,misc,http://nrvis.com/./download/data/misc/b1_ss.zip
bcspwr04,misc,http://nrvis.com/./download/data/misc/bcspwr04.zip
bcsstk01,misc,http://nrvis.com/./download/data/misc/bcsstk01.zip
bcsstk03,misc,http://nrvis.com/./download/data/misc/bcsstk03.zip
bcsstk04,misc,http://nrvis.com/./download/data/misc/bcsstk04.zip
bcsstk05,misc,http://nrvis.com/./download/data/misc/bcsstk05.zip
bcsstk06,misc,http://nrvis.com/./download/data/misc/bcsstk06.zip
bcsstk07,misc,http://nrvis.com/./download/data/misc/bcsstk07.zip
bcsstk19,misc,http://nrvis.com/./download/data/misc/bcsstk19.zip
bcsstk20,misc,http://nrvis.com/./download/data/misc/bcsstk20.zip
bcsstk22,misc,http://nrvis.com/./download/data/misc/bcsstk22.zip
bcsstm07,misc,http://nrvis.com/./download/data/misc/bcsstm07.zip
bfwa398,misc,http://nrvis.com/./download/data/misc/bfwa398.zip
bfwa62,misc,http://nrvis.com/./download/data/misc/bfwa62.zip
bfwa782,misc,http://nrvis.com/./download/data/misc/bfwa782.zip
bfwb398,misc,http://nrvis.com/./download/data/misc/bfwb398.zip
bfwb62,misc,http://nrvis.com/./download/data/misc/bfwb62.zip
bfwb782,misc,http://nrvis.com/./download/data/misc/bfwb782.zip
bibd-11-5,misc,http://nrvis.com/./download/data/misc/bibd_11_5.zip
bibd-12-4,misc,http://nrvis.com/./download/data/misc/bibd_12_4.zip
bibd-12-5,misc,http://nrvis.com/./download/data/misc/bibd_12_5.zip
bibd-9-3,misc,http://nrvis.com/./download/data/misc/bibd_9_3.zip
bibd-9-5,misc,http://nrvis.com/./download/data/misc/bibd_9_5.zip
bp-0,misc,http://nrvis.com/./download/data/misc/bp_0.zip
bp-1000,misc,http://nrvis.com/./download/data/misc/bp_1000.zip
bp-1200,misc,http://nrvis.com/./download/data/misc/bp_1200.zip
bp-1400,misc,http://nrvis.com/./download/data/misc/bp_1400.zip
bp-1600,misc,http://nrvis.com/./download/data/misc/bp_1600.zip
bp-200,misc,http://nrvis.com/./download/data/misc/bp_200.zip
bp-400,misc,http://nrvis.com/./download/data/misc/bp_400.zip
bp-600,misc,http://nrvis.com/./download/data/misc/bp_600.zip
bp-800,misc,http://nrvis.com/./download/data/misc/bp_800.zip
cage3,misc,http://nrvis.com/./download/data/misc/cage3.zip
cage4,misc,http://nrvis.com/./download/data/misc/cage4.zip
cage5,misc,http://nrvis.com/./download/data/misc/cage5.zip
cage6,misc,http://nrvis.com/./download/data/misc/cage6.zip
cage7,misc,http://nrvis.com/./download/data/misc/cage7.zip
can-144,misc,http://nrvis.com/./download/data/misc/can_144.zip
can-161,misc,http://nrvis.com/./download/data/misc/can_161.zip
can-187,misc,http://nrvis.com/./download/data/misc/can_187.zip
can-229,misc,http://nrvis.com/./download/data/misc/can_229.zip
can-24,misc,http://nrvis.com/./download/data/misc/can_24.zip
can-256,misc,http://nrvis.com/./download/data/misc/can_256.zip
can-268,misc,http://nrvis.com/./download/data/misc/can_268.zip
can-292,misc,http://nrvis.com/./download/data/misc/can_292.zip
can-445,misc,http://nrvis.com/./download/data/misc/can_445.zip
can-61,misc,http://nrvis.com/./download/data/misc/can_61.zip
can-634,misc,http://nrvis.com/./download/data/misc/can_634.zip
can-715,misc,http://nrvis.com/./download/data/misc/can_715.zip
can-73,misc,http://nrvis.com/./download/data/misc/can_73.zip
can-838,misc,http://nrvis.com/./download/data/misc/can_838.zip
can-96,misc,http://nrvis.com/./download/data/misc/can_96.zip
cavity01,misc,http://nrvis.com/./download/data/misc/cavity01.zip
cavity02,misc,http://nrvis.com/./download/data/misc/cavity02.zip
cavity03,misc,http://nrvis.com/./download/data/misc/cavity03.zip
cavity04,misc,http://nrvis.com/./download/data/misc/cavity04.zip
cavity15,misc,http://nrvis.com/./download/data/misc/cavity15.zip
celegans-metabolic,misc,http://nrvis.com/./download/data/misc/celegans_metabolic.zip
celegansneural,misc,http://nrvis.com/./download/data/misc/celegansneural.zip
ch3-3-b1,misc,http://nrvis.com/./download/data/misc/ch3-3-b1.zip
chesapeake,dimacs10,http://nrvis.com/./download/data/misc/chesapeake.zip
chesapeake,misc,http://nrvis.com/./download/data/misc/chesapeake.zip
ck104,misc,http://nrvis.com/./download/data/misc/ck104.zip
ck400,misc,http://nrvis.com/./download/data/misc/ck400.zip
ck656,misc,http://nrvis.com/./download/data/misc/ck656.zip
contiguous-usa,misc,http://nrvis.com/./download/data/misc/contiguous-usa.zip
curtis54,misc,http://nrvis.com/./download/data/misc/curtis54.zip
d-ss,misc,http://nrvis.com/./download/data/misc/d_ss.zip
divorce,misc,http://nrvis.com/./download/data/misc/divorce.zip
dolphins,misc,http://nrvis.com/./download/data/misc/dolphins.zip
dwg961a,misc,http://nrvis.com/./download/data/misc/dwg961a.zip
dwg961b,misc,http://nrvis.com/./download/data/misc/dwg961b.zip
dwt-162,misc,http://nrvis.com/./download/data/misc/dwt_162.zip
dwt-193,misc,http://nrvis.com/./download/data/misc/dwt_193.zip
dwt-198,misc,http://nrvis.com/./download/data/misc/dwt_198.zip
dwt-209,misc,http://nrvis.com/./download/data/misc/dwt_209.zip
dwt-221,misc,http://nrvis.com/./download/data/misc/dwt_221.zip
dwt-245,misc,http://nrvis.com/./download/data/misc/dwt_245.zip
dwt-307,misc,http://nrvis.com/./download/data/misc/dwt_307.zip
dwt-310,misc,http://nrvis.com/./download/data/misc/dwt_310.zip
dwt-346,misc,http://nrvis.com/./download/data/misc/dwt_346.zip
dwt-361,misc,http://nrvis.com/./download/data/misc/dwt_361.zip
dwt-419,misc,http://nrvis.com/./download/data/misc/dwt_419.zip
dwt-492,misc,http://nrvis.com/./download/data/misc/dwt_492.zip
dwt-503,misc,http://nrvis.com/./download/data/misc/dwt_503.zip
dwt-512,misc,http://nrvis.com/./download/data/misc/dwt_512.zip
dwt-59,misc,http://nrvis.com/./download/data/misc/dwt_59.zip
dwt-592,misc,http://nrvis.com/./download/data/misc/dwt_592.zip
dwt-607,misc,http://nrvis.com/./download/data/misc/dwt_607.zip
dwt-66,misc,http://nrvis.com/./download/data/misc/dwt_66.zip
dwt-758,misc,http://nrvis.com/./download/data/misc/dwt_758.zip
dwt-869,misc,http://nrvis.com/./download/data/misc/dwt_869.zip
dwt-87,misc,http://nrvis.com/./download/data/misc/dwt_87.zip
dwt-878,misc,http://nrvis.com/./download/data/misc/dwt_878.zip
dwt-918,misc,http://nrvis.com/./download/data/misc/dwt_918.zip
dwt-992,misc,http://nrvis.com/./download/data/misc/dwt_992.zip
eco-everglades,eco,http://nrvis.com/./download/data/misc/eco-everglades.zip
eco-everglades,misc,http://nrvis.com/./download/data/misc/eco-everglades.zip
eco-florida,eco,http://nrvis.com/./download/data/misc/eco-florida.zip
eco-florida,misc,http://nrvis.com/./download/data/misc/eco-florida.zip
eco-foodweb-baydry,eco,http://nrvis.com/./download/data/misc/eco-foodweb-baydry.zip
eco-foodweb-baydry,misc,http://nrvis.com/./download/data/misc/eco-foodweb-baydry.zip
eco-foodweb-baywet,eco,http://nrvis.com/./download/data/misc/eco-foodweb-baywet.zip
eco-foodweb-baywet,misc,http://nrvis.com/./download/data/misc/eco-foodweb-baywet.zip
eco-mangwet,eco,http://nrvis.com/./download/data/misc/eco-mangwet.zip
eco-mangwet,misc,http://nrvis.com/./download/data/misc/eco-mangwet.zip
eco-stmarks,eco,http://nrvis.com/./download/data/misc/eco-stmarks.zip
eco-stmarks,misc,http://nrvis.com/./download/data/misc/eco-stmarks.zip
farm,misc,http://nrvis.com/./download/data/misc/farm.zip
foodweb-baydry,misc,http://nrvis.com/./download/data/misc/foodweb-baydry.zip
foodweb-baywet,misc,http://nrvis.com/./download/data/misc/foodweb-baywet.zip
football,misc,http://nrvis.com/./download/data/misc/football.zip
fs-adjnoun-adj-copperfield,misc,http://nrvis.com/./download/data/misc/fs-adjnoun_adj_copperfield.zip
fs-183-1,misc,http://nrvis.com/./download/data/misc/fs_183_1.zip
fs-183-3,misc,http://nrvis.com/./download/data/misc/fs_183_3.zip
fs-183-4,misc,http://nrvis.com/./download/data/misc/fs_183_4.zip
fs-183-6,misc,http://nrvis.com/./download/data/misc/fs_183_6.zip
fs-541-1,misc,http://nrvis.com/./download/data/misc/fs_541_1.zip
fs-541-2,misc,http://nrvis.com/./download/data/misc/fs_541_2.zip
fs-541-3,misc,http://nrvis.com/./download/data/misc/fs_541_3.zip
fs-541-4,misc,http://nrvis.com/./download/data/misc/fs_541_4.zip
fs-680-1,misc,http://nrvis.com/./download/data/misc/fs_680_1.zip
fs-680-2,misc,http://nrvis.com/./download/data/misc/fs_680_2.zip
fs-680-3,misc,http://nrvis.com/./download/data/misc/fs_680_3.zip
fs-760-1,misc,http://nrvis.com/./download/data/misc/fs_760_1.zip
fs-760-2,misc,http://nrvis.com/./download/data/misc/fs_760_2.zip
fs-760-3,misc,http://nrvis.com/./download/data/misc/fs_760_3.zip
gent113,misc,http://nrvis.com/./download/data/misc/gent113.zip
gr-30-30,misc,http://nrvis.com/./download/data/misc/gr_30_30.zip
gre-185,misc,http://nrvis.com/./download/data/misc/gre_185.zip
hor-131,misc,http://nrvis.com/./download/data/misc/hor_131.zip
ibm32,misc,http://nrvis.com/./download/data/misc/ibm32.zip
impcol-a,misc,http://nrvis.com/./download/data/misc/impcol_a.zip
impcol-b,misc,http://nrvis.com/./download/data/misc/impcol_b.zip
impcol-c,misc,http://nrvis.com/./download/data/misc/impcol_c.zip
impcol-d,misc,http://nrvis.com/./download/data/misc/impcol_d.zip
impcol-e,misc,http://nrvis.com/./download/data/misc/impcol_e.zip
inf-contiguous-usa,misc,http://nrvis.com/./download/data/misc/inf-contiguous-usa.zip
jagmesh1,misc,http://nrvis.com/./download/data/misc/jagmesh1.zip
jazz,misc,http://nrvis.com/./download/data/misc/jazz.zip
jgl009,misc,http://nrvis.com/./download/data/misc/jgl009.zip
jgl011,misc,http://nrvis.com/./download/data/misc/jgl011.zip
jpwh-991,misc,http://nrvis.com/./download/data/misc/jpwh_991.zip
karate,misc,http://nrvis.com/./download/data/misc/karate.zip
klein-b1,misc,http://nrvis.com/./download/data/misc/klein-b1.zip
lap-25,misc,http://nrvis.com/./download/data/misc/lap_25.zip
lesmis,misc,http://nrvis.com/./download/data/misc/lesmis.zip
lns-131,misc,http://nrvis.com/./download/data/misc/lns_131.zip
lns-511,misc,http://nrvis.com/./download/data/misc/lns_511.zip
lnsp-131,misc,http://nrvis.com/./download/data/misc/lnsp_131.zip
lnsp-511,misc,http://nrvis.com/./download/data/misc/lnsp_511.zip
lp-adlittle,misc,http://nrvis.com/./download/data/misc/lp_adlittle.zip
lp-bandm,misc,http://nrvis.com/./download/data/misc/lp_bandm.zip
lp-beaconfd,misc,http://nrvis.com/./download/data/misc/lp_beaconfd.zip
lp-blend,misc,http://nrvis.com/./download/data/misc/lp_blend.zip
lp-bore3d,misc,http://nrvis.com/./download/data/misc/lp_bore3d.zip
lp-brandy,misc,http://nrvis.com/./download/data/misc/lp_brandy.zip
lp-degen2,misc,http://nrvis.com/./download/data/misc/lp_degen2.zip
lp-e226,misc,http://nrvis.com/./download/data/misc/lp_e226.zip
lp-etamacro,misc,http://nrvis.com/./download/data/misc/lp_etamacro.zip
lp-grow15,misc,http://nrvis.com/./download/data/misc/lp_grow15.zip
lp-grow22,misc,http://nrvis.com/./download/data/misc/lp_grow22.zip
lp-grow7,misc,http://nrvis.com/./download/data/misc/lp_grow7.zip
lp-kb2,misc,http://nrvis.com/./download/data/misc/lp_kb2.zip
lp-lotfi,misc,http://nrvis.com/./download/data/misc/lp_lotfi.zip
lp-nug05,misc,http://nrvis.com/./download/data/misc/lp_nug05.zip
lp-recipe,misc,http://nrvis.com/./download/data/misc/lp_recipe.zip
lp-share1b,misc,http://nrvis.com/./download/data/misc/lp_share1b.zip
lp-share2b,misc,http://nrvis.com/./download/data/misc/lp_share2b.zip
lp-stair,misc,http://nrvis.com/./download/data/misc/lp_stair.zip
lp-tuff,misc,http://nrvis.com/./download/data/misc/lp_tuff.zip
lpi-bgetam,misc,http://nrvis.com/./download/data/misc/lpi_bgetam.zip
lpi-cplex2,misc,http://nrvis.com/./download/data/misc/lpi_cplex2.zip
lpi-qual,misc,http://nrvis.com/./download/data/misc/lpi_qual.zip
lpi-refinery,misc,http://nrvis.com/./download/data/misc/lpi_refinery.zip
lpi-vol1,misc,http://nrvis.com/./download/data/misc/lpi_vol1.zip
lshp-265,misc,http://nrvis.com/./download/data/misc/lshp_265.zip
lshp-406,misc,http://nrvis.com/./download/data/misc/lshp_406.zip
lshp-577,misc,http://nrvis.com/./download/data/misc/lshp_577.zip
lshp-778,misc,http://nrvis.com/./download/data/misc/lshp_778.zip
lund-a,misc,http://nrvis.com/./download/data/misc/lund_a.zip
lund-b,misc,http://nrvis.com/./download/data/misc/lund_b.zip
maayan-foodweb,misc,http://nrvis.com/./download/data/misc/maayan-foodweb.zip
mcca,misc,http://nrvis.com/./download/data/misc/mcca.zip
mesh1e1,misc,http://nrvis.com/./download/data/misc/mesh1e1.zip
mesh1em1,misc,http://nrvis.com/./download/data/misc/mesh1em1.zip
mesh1em6,misc,http://nrvis.com/./download/data/misc/mesh1em6.zip
mesh2e1,misc,http://nrvis.com/./download/data/misc/mesh2e1.zip
mesh2em5,misc,http://nrvis.com/./download/data/misc/mesh2em5.zip
mesh3e1,misc,http://nrvis.com/./download/data/misc/mesh3e1.zip
mesh3em5,misc,http://nrvis.com/./download/data/misc/mesh3em5.zip
mhda416,misc,http://nrvis.com/./download/data/misc/mhda416.zip
mhdb416,misc,http://nrvis.com/./download/data/misc/mhdb416.zip
misc-football,misc,http://nrvis.com/./download/data/misc/misc-football.zip
misc-lesmis,misc,http://nrvis.com/./download/data/misc/misc-lesmis.zip
model1,misc,http://nrvis.com/./download/data/misc/model1.zip
moreno-highschool,misc,http://nrvis.com/./download/data/misc/moreno_highschool.zip
moreno-lesmis,misc,http://nrvis.com/./download/data/misc/moreno_lesmis.zip
moreno-mac,misc,http://nrvis.com/./download/data/misc/moreno_mac.zip
moreno-oz,misc,http://nrvis.com/./download/data/misc/moreno_oz.zip
moreno-sampson,misc,http://nrvis.com/./download/data/misc/moreno_sampson.zip
n3c4-b1,misc,http://nrvis.com/./download/data/misc/n3c4-b1.zip
n3c4-b2,misc,http://nrvis.com/./download/data/misc/n3c4-b2.zip
n3c4-b3,misc,http://nrvis.com/./download/data/misc/n3c4-b3.zip
n3c4-b4,misc,http://nrvis.com/./download/data/misc/n3c4-b4.zip
nos3,misc,http://nrvis.com/./download/data/misc/nos3.zip
nos4,misc,http://nrvis.com/./download/data/misc/nos4.zip
nos5,misc,http://nrvis.com/./download/data/misc/nos5.zip
olm100,misc,http://nrvis.com/./download/data/misc/olm100.zip
olm1000,misc,http://nrvis.com/./download/data/misc/olm1000.zip
olm500,misc,http://nrvis.com/./download/data/misc/olm500.zip
opsahl-southernwomen,misc,http://nrvis.com/./download/data/misc/opsahl-southernwomen.zip
orsirr-2,misc,http://nrvis.com/./download/data/misc/orsirr_2.zip
oscil-dcop-01,misc,http://nrvis.com/./download/data/misc/oscil_dcop_01.zip
oscil-dcop-02,misc,http://nrvis.com/./download/data/misc/oscil_dcop_02.zip
oscil-dcop-03,misc,http://nrvis.com/./download/data/misc/oscil_dcop_03.zip
oscil-dcop-04,misc,http://nrvis.com/./download/data/misc/oscil_dcop_04.zip
oscil-dcop-05,misc,http://nrvis.com/./download/data/misc/oscil_dcop_05.zip
oscil-dcop-06,misc,http://nrvis.com/./download/data/misc/oscil_dcop_06.zip
oscil-dcop-07,misc,http://nrvis.com/./download/data/misc/oscil_dcop_07.zip
oscil-dcop-08,misc,http://nrvis.com/./download/data/misc/oscil_dcop_08.zip
oscil-dcop-09,misc,http://nrvis.com/./download/data/misc/oscil_dcop_09.zip
oscil-dcop-10,misc,http://nrvis.com/./download/data/misc/oscil_dcop_10.zip
oscil-dcop-11,misc,http://nrvis.com/./download/data/misc/oscil_dcop_11.zip
oscil-dcop-12,misc,http://nrvis.com/./download/data/misc/oscil_dcop_12.zip
